# NOAA Paleoclimatology Program - Paleocean Site Data
# odp1143-tab.txt
# Complete Data
# File Created: 17-Apr-2006
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Jun Tian
# Core/Site:      ODP1143
# Latitude:       9.21.43N	( 9.36194)
# Longitude:      113.17.07E	( 113.2853)
# Water Depth(m): 2772
#
# Publications:
#   Tian J., P.X. Wang, X.R. Chen, Q.Y. Li. 2002. Astronomically tuned Plio-Pleistocene
#     benthic d18O records from South China Sea and Atlantic-Pacific comparison. Earth
#     and Planetary Science Letters, 203, issues 3-4, pp.1015-1029
#------------------
#
# Description & Notes:
#   South China Sea Benthic Foraminiferal Stable Isotope Data.
#   Cibicidoides wuellerstorfi studied were larger than 150 microns.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP1143
depth	yrBP 	d13Cc.wuell	d18Oc.wuell	
7784	1627866	-0.066	3.281	
7794	1630733	-0.019	3.136	
7804	1633600	-0.027	3.213	
7814	1634922	-0.032	3.011	
7824	1636244	-0.175	3.056	
7834	1637566	-0.122	2.96	
7844	1638888	0.011	3.116	
7854	1640211	0.209	3.014	
7864	1641533	0.092	3.073	
7874	1642855	0.139	3.067	
7894	1645500	0.193	2.891	
7904	1649100	-0.027	3.683	
7914	1652486	-0.028	3.514	
7924	1655872	-0.328	3.525	
7934	1659258	-0.126	3.753	
7948	1664000	-0.128	3.444	
7958	1665166	-0.103	3.534	
7968	1666333	-0.157	3.588	
7978	1667500	-0.536	3.643	
7988	1668666	-0.518	3.265	
7998	1669833	-0.026	3.68	
8008	1671000	-0.104	3.507	
8018	1672166	-0.122	3.592	
8028	1673333	-0.315	3.472	
8038	1674500	-0.118	3.355	
8048	1675666	-0.095	3.091	
8058	1676500	-0.077	2.948	
8068	1677250	-0.078	2.786	
8078	1678000	-0.066	3.135	
8088	1678750	-0.015	3.068	
8098	1679500	0.007	3.035	
8108	1681166	-0.097	3.115	
8118	1682833	-0.014	3.219	
8128	1684500	-0.337	3.21	
8138	1688933	-0.372	3.113	
8148	1693366	-0.465	3.167	
8158	1697800	-0.393	3.152	
8168	1699341	-0.602	3.72	
8178	1700882	-0.517	3.59	
8188	1702423	-0.431	3.487	
8198	1703964	-0.496	3.447	
8208	1705506	-0.432	3.528	
8218	1707047	-0.209	3.318	
8228	1708588	-0.366	3.141	
8238	1710129	-0.188	3.181	
8248	1712328	0.221	2.921	
8258	1715185	-0.33	2.951	
8268	1718043	-0.368	2.943	
8278	1720900	-0.26	3.294	
8288	1721827	-0.305	3.36	
8298	1722754	-0.402	3.263	
8308	1723681	-0.294	3.12	
8318	1724609	-0.208	3.265	
8328	1725536	-0.438	3.028	
8338	1728349	-0.405	3.174	
8348	1733050	-0.209	2.836	
8358	1737750	-0.402	2.92	
8368	1740919	-0.574	3.205	
8378	1742558	-0.489	3.01	
8388	1744197	-0.156	3.091	
8398	1745836	-0.311	3.021	
8408	1747475	-0.043	3.159	
8418	1749113	0.092	3.409	
8428	1750752	0.041	2.984	
8438	1752690	0.114	2.856	
8448	1755327	0.178	2.94	
8458	1757963	0.045	3.1	
8468	1760600	-0.107	2.682	
8478	1763499	-0.171	2.733	
8488	1766399	0.055	3.065	
8498	1769300	-0.218	3.23	
8508	1772200	-0.119	2.845	
8518	1775100	-0.187	3.097	
8528	1777999	-0.19	3.164	
8538	1780899	-0.649	3.193	
8548	1783800	-0.225	3.2	
8558	1785947	-0.527	3.356	
8568	1788094	-0.197	3.529	
8578	1790241	-0.437	3.57	
8588	1792388	-0.424	3.307	
8598	1794535	-0.293	3.143	
8608	1796682	-0.273	3.575	
8618	1798571	-0.144	3.263	
8628	1799428	-0.225	3.277	
8638	1800285	-0.54	3.073	
8648	1801142	-0.136	3.072	
8658	1802000	-0.358	2.903	
8668	1806450	-0.472	3.029	
8678	1810900	-0.207	2.73	
8688	1813400	-0.238	3.004	
8698	1815900	-0.191	2.936	
8708	1818400	-0.131	2.993	
8718	1820900	-0.146	2.968	
8728	1823400	-0.168	3.01	
8738	1825900	-0.296	2.857	
8748	1827966	-0.255	2.878	
8758	1830033	-0.495	2.761	
8768	1832100	-0.35	3.135	
8778	1834999	-0.112	3.222	
8788	1837899	-0.24	3.411	
8798	1840800	-0.245	3.333	
8808	1843700	-0.211	3.219	
8818	1846600	-0.262	2.998	
8828	1848174	-0.013	3.078	
8838	1849750	-0.194	3.14	
8848	1851325	-0.088	2.975	
8858	1852900	-0.194	3.098	
8868	1856649	-0.125	3.046	
8878	1860399	-0.053	3.21	
8888	1864149	0.187	3.145	
8898	1867900	-0.215	3.063	
8908	1870150	0.002	3.06	
8918	1872400	0.128	3.128	
8928	1874650	0.049	3.128	
8938	1876900	0.085	2.888	
8948	1879425	0.009	3.056	
8958	1881950	0.106	3.104	
8968	1884475	0.055	3.069	
8978	1887000	-0.084	2.933	
8988	1889518	-0.052	2.936	
8992	1890525	0.098	2.867	
9002	1893044	-0.017	3.034	
9012	1895563	0.047	2.931	
9022	1898081	-0.055	2.929	
9032	1900600	-0.185	3.112	
9042	1903550	-0.287	3.216	
9052	1906500	-0.413	3.128	
9062	1907442	-0.401	3.379	
9072	1908385	-0.385	3.553	
9082	1909328	-0.438	3.418	
9092	1910271	-0.37	3.589	
9102	1911214	-0.289	3.332	
9112	1912157	-0.308	3.519	
9122	1913100	-0.433	3.25	
9132	1914057	-0.227	3.309	
9142	1915014	0.017	3.335	
9152	1915971	-0.148	3.115	
9162	1916928	-0.198	3.104	
9172	1917885	-0.154	3.116	
9182	1918842	-0.12	3.08	
9192	1919800	0.011	2.883	
9202	1928266	-0.026	3.085	
9212	1936733	-0.19	2.962	
9222	1945200	-0.171	2.757	
9232	1946611	-0.056	2.862	
9242	1948022	-0.187	2.879	
9252	1949433	-0.255	2.687	
9262	1950844	-0.274	2.771	
9272	1952255	-0.326	2.799	
9282	1953666	-0.499	3.179	
9292	1955077	-0.392	3.323	
9302	1956488	-0.47	3.255	
9312	1957900	-0.284	3.226	
9322	1958600	-0.171	3.264	
9332	1959300	0.071	3.204	
9342	1960233	-0.11	3.214	
9352	1961166	-0.406	3.186	
9362	1962100	-0.077	3.101	
9372	1969499	0.006	2.883	
9382	1976899	0.028	2.784	
9392	1981121	0.06	2.67	
9402	1982164	0.149	2.605	
9412	1983207	-0.138	2.698	
9422	1984250	-0.149	2.687	
9432	1985292	-0.073	2.813	
9442	1986335	-0.352	2.894	
9452	1987378	-0.443	2.782	
9462	1989185	-0.388	3.231	
9472	1991757	-0.047	3.424	
9482	1994328	-0.234	3.196	
9492	1996900	-0.257	3.1	
9502	1999566	-0.157	3.263	
9512	2002233	-0.119	3.081	
9522	2004900	-0.1	3.037	
9532	2006900	-0.519	3.587	
9552	2010899	0	2.802	
9562	2012900	0.093	2.813	
9572	2015600	0.135	2.636	
9582	2018300	0.626	2.507	
9592	2021000	0.079	2.774	
9602	2026485	0.121	2.87	
9612	2031971	0.061	2.956	
9622	2037457	-0.033	3.115	
9632	2042520	-0.066	2.901	
9642	2047160	-0.004	3.033	
9652	2051800	-0.101	3.056	
9662	2052566	0.001	3.363	
9672	2053333	-0.064	3.185	
9682	2054100	-0.079	2.501	
9692	2055400	0	2.982	
9702	2056700	-0.01	3.013	
9712	2058000	-0.148	3.041	
9722	2059300	-0.197	2.832	
9732	2063360	-0.301	3.192	
9742	2067419	-0.437	3.32	
9752	2071480	-0.439	3.324	
9762	2075540	-0.405	3.505	
9772	2079600	-0.477	3.586	
9782	2080513	-0.543	3.505	
9792	2081427	-0.538	3.453	
9802	2082341	-0.465	3.618	
9812	2083255	-0.513	3.674	
9830	2084899	-0.511	3.321	
9840	2085379	-0.426	3.52	
9850	2085859	-0.185	3.483	
9860	2086339	-0.093	3.144	
9870	2086819	-0.387	3.38	
9880	2087300	-0.21	3.126	
9890	2087780	-0.613	3.168	
9900	2088260	-0.303	3.11	
9910	2090759	-0.262	2.923	
9920	2095279	-0.136	2.844	
9930	2099800	-0.323	3.049	
9940	2102480	-0.36	2.994	
9950	2105159	-0.316	3.092	
9960	2107839	-0.18	3.011	
9970	2110519	-0.325	2.989	
9980	2113200	-0.28	2.851	
9990	2115928	-0.321	2.982	
10000	2118657	-0.372	3.182	
10010	2121385	-0.155	2.864	
10020	2124114	-0.422	3.084	
10030	2126843	-0.081	3.213	
10040	2129571	0.116	3.03	
10050	2132300	-0.093	2.757	
10060	2134125	-0.003	2.806	
10070	2135950	-0.165	2.888	
10080	2137775	-0.25	2.852	
10090	2139600	-0.265	2.888	
10100	2145700	-0.607	3.214	
10110	2151800	-0.378	3.196	
10120	2157899	-0.493	3.319	
10130	2160640	-0.521	3.74	
10140	2163380	-0.642	3.515	
10150	2166120	-0.595	3.748	
10160	2168860	-0.24	3.592	
10170	2171600	-0.716	3.609	
10180	2172790	-0.236	3.54	
10190	2173980	-0.59	3.518	
10200	2175170	-0.452	3.623	
10210	2176360	-0.413	3.39	
10220	2177550	-0.307	3.278	
10230	2178740	-0.396	3.095	
10240	2179930	-0.223	3.268	
10250	2181120	-0.187	2.987	
10260	2182310	-0.067	2.908	
10270	2183500	-0.032	2.697	
10280	2184875	-0.164	3.018	
10290	2186250	-0.149	2.861	
10300	2187625	-0.191	3.052	
10310	2189000	-0.29	2.937	
10320	2191128	-0.237	3.117	
10330	2193257	-0.066	3.35	
10340	2195385	-0.237	3.361	
10350	2197514	-0.184	3.353	
10360	2199642	-0.392	3.087	
10370	2201771	-0.309	3.25	
10390	2204777	-0.356	2.959	
10400	2205655	-0.39	2.847	
10410	2206533	-0.45	2.93	
10420	2207411	-0.324	2.949	
10430	2208288	-0.354	2.96	
10440	2209166	-0.233	2.694	
10450	2210044	-0.19	2.707	
10460	2210922	-0.282	2.831	
10470	2211800	-0.33	2.667	
10480	2218256	-0.414	2.893	
10490	2224712	-0.353	2.823	
10508	2236332	-0.268	3.459	
10518	2242788	-0.164	3.326	
10528	2249244	-0.173	3.129	
10538	2255700	-0.036	3.036	
10548	2256262	-0.234	3.125	
10568	2257387	0.024	2.796	
10578	2257950	-0.103	2.666	
10588	2258512	-0.088	2.758	
10648	2261887	-0.301	3.438	
10658	2262450	-0.433	3.475	
10668	2263012	-0.323	3.588	
10678	2263575	-0.246	3.381	
10688	2264137	-0.086	3.321	
10698	2264700	-0.123	3.185	
10708	2273800	0.091	2.918	
10718	2282899	-0.271	2.905	
10728	2292000	-0.116	2.857	
10738	2295299	0.019	2.802	
10748	2298600	-0.161	2.73	
10758	2301900	-0.219	2.746	
10768	2305200	-0.32	2.886	
10778	2307760	-0.386	3.074	
10788	2310319	-0.227	3.097	
10798	2312880	-0.521	3.238	
10808	2315439	-0.202	3.177	
10818	2318000	-0.338	3.146	
10828	2320480	-0.254	3.163	
10838	2322960	-0.424	2.951	
10848	2325944	-0.15	3.32	
10858	2329433	-0.404	3.277	
10868	2332922	-0.093	3.016	
10888	2339899	-0.034	2.673	
10898	2341125	0.266	2.51	
10904	2341860	0.052	2.511	
10918	2343575	0.069	2.525	
10928	2344800	-0.479	2.672	
10938	2349119	-0.288	2.79	
10948	2353438	0.101	3.293	
10958	2357757	-0.249	3.301	
10970	2362940	-0.307	3.327	
10978	2365519	-0.344	2.943	
10988	2366917	-0.321	3.105	
10998	2368314	-0.198	3.054	
11008	2369712	-0.168	3.058	
11018	2371109	-0.051	3.1	
11038	2373904	-0.078	2.837	
11044	2374744	0.159	-999	
11048	2375302	-0.104	2.669	
11054	2376141	-0.104	-999	
11058	2376700	-0.044	2.354	
11064	2379420	-0.071	-999	
11068	2381233	-0.072	2.658	
11074	2383954	0.401	-999	
11078	2385766	-0.108	2.087	
11088	2390300	-0.092	2.356	
11098	2405717	-0.242	2.554	
11104	2409453	-0.022	-999	
11108	2410105	-0.038	3.024	
11114	2411084	-0.266	3.426	
11124	2416294	-0.304	3.274	
11128	2419810	0.032	2.631	
11134	2425084	-0.092	3.226	
11138	2428600	0.07	2.896	
11144	2429356	-0.117	3.122	
11154	2430616	-0.005	3.261	
11164	2431876	0.035	3.231	
11174	2433136	0.242	3.184	
11188	2434899	-0.195	2.584	
11194	2435536	0.095	2.871	
11198	2435960	0.022	2.79	
11204	2436596	0.132	2.786	
11218	2438081	-0.73	3.101	
11224	2438718	0.004	2.893	
11228	2439142	-0.171	3.272	
11234	2439778	-0.007	2.591	
11238	2440202	-0.336	3.418	
11248	2441263	-0.425	3.365	
11254	2441899	0.504	3.691	
11258	2442994	-0.226	3.573	
11264	2444635	-0.376	3.199	
11270	2446276	-0.346	3.309	
11278	2448464	-0.335	3.345	
11284	2450105	0.394	3.101	
11288	2451200	-0.196	-999	
11294	2453013	-0.066	-999	
11298	2454221	-0.206	3.393	
11304	2456034	-0.035	2.94	
11308	2457243	-0.353	3.184	
11314	2459056	0.084	2.872	
11318	2460265	-0.297	2.976	
11324	2462078	-0.038	2.894	
11328	2463287	-0.243	3.15	
11334	2465100	0.436	2.728	
11344	2468129	-0.069	2.668	
11348	2469341	-0.091	2.927	
11354	2471158	-0.154	2.882	
11358	2472370	-0.051	2.585	
11364	2474188	-0.164	3.048	
11368	2475399	0.002	2.531	
11384	2477203	-0.1	3.69	
11386	2477429	-0.104	-999	
11394	2478330	-0.312	3.657	
11396	2478555	-0.071	3.153	
11404	2479457	-0.337	3.686	
11406	2479682	0.401	2.954	
11414	2480584	-0.337	2.72	
11424	2481711	-0.266	3.095	
11434	2482838	-0.45	3.423	
11444	2483965	-0.315	3.507	
11454	2485092	-0.451	3.165	
11464	2486219	-0.556	3.572	
11474	2487345	-0.418	3.67	
11484	2488473	-0.261	3.582	
11494	2489600	-0.342	2.438	
11504	2491439	0.008	2.816	
11524	2495119	-0.046	2.858	
11534	2496960	-0.196	2.867	
11544	2498800	-0.529	2.324	
11564	2502480	-0.348	2.75	
11574	2504319	-0.571	2.976	
11584	2506159	-0.475	3.046	
11594	2508000	-0.697	2.487	
11604	2514200	-0.585	3.127	
11614	2520399	-0.816	3.582	
11624	2521549	-0.33	3.535	
11634	2522700	-0.614	3.543	
11644	2523850	-0.51	3.56	
11654	2525000	-0.687	3.533	
11664	2526150	-0.661	3.538	
11674	2527300	-0.529	3.587	
11684	2527944	-0.623	3.437	
11694	2528588	-0.551	3.313	
11704	2529233	-0.442	3.447	
11714	2529877	-0.539	3.433	
11724	2530522	-0.437	3.385	
11734	2531166	-0.542	3.225	
11744	2531811	-0.559	3.015	
11754	2532455	-0.394	3.209	
11764	2533100	-0.235	2.895	
11784	2534388	0.141	3.079	
11804	2535677	0.325	2.544	
11814	2538640	-0.096	2.534	
11824	2543920	-999	2.39	
11834	2549200	-0.096	2.735	
11844	2550836	-0.117	2.889	
11854	2552472	-0.181	2.951	
11864	2554109	-0.268	2.818	
11870	2555090	-0.361	2.888	
11880	2556727	-0.03	2.907	
11890	2558363	-0.056	2.87	
11900	2560000	-0.377	2.512	
11930	2566400	-0.39	2.097	
11940	2569900	-0.445	2.598	
11950	2573374	-0.093	2.666	
11960	2576842	0.347	2.61	
11980	2583778	-0.115	2.628	
11990	2587180	-0.433	2.125	
12000	2589990	-0.333	2.568	
12010	2592800	-0.215	2.932	
12020	2595149	-0.293	3.147	
12030	2597500	-0.842	3.173	
12040	2599125	-0.602	3.174	
12050	2600750	-0.364	3.385	
12060	2602375	-0.334	3.232	
12070	2604000	-0.274	3.191	
12080	2605625	-0.084	3.115	
12090	2607250	-0.036	2.99	
12100	2608875	-0.218	2.664	
12110	2610500	0.104	2.76	
12120	2612666	-0.069	2.581	
12130	2614833	0.387	2.669	
12140	2617000	-0.114	2.538	
12150	2623000	-0.734	2.498	
12160	2629000	-0.14	2.555	
12170	2635000	-0.079	2.636	
12180	2635800	0.053	2.779	
12190	2636600	-0.014	2.858	
12200	2637399	0.007	2.822	
12210	2638200	-0.243	2.916	
12220	2639000	-0.228	2.991	
12230	2640860	-0.304	3.077	
12240	2642720	-0.303	3.163	
12250	2644580	-0.391	3.138	
12260	2646440	-0.204	3.154	
12270	2648300	-0.233	2.78	
12280	2651046	-0.527	2.745	
12290	2653792	-0.076	2.607	
12300	2656538	0.158	2.732	
12310	2659284	-0.17	2.352	
12320	2662030	0.234	2.427	
12340	2667523	-0.048	2.621	
12350	2670269	0.157	2.433	
12360	2673015	-0.131	2.555	
12370	2675761	-0.273	2.611	
12400	2684000	-0.07	2.767	
12410	2685714	-999	3.211	
12420	2687428	-0.309	3.138	
12430	2689142	-0.376	3.193	
12440	2690857	-0.358	3.132	
12450	2692571	-0.278	3.07	
12460	2694285	-0.303	3.07	
12470	2696000	-0.288	2.866	
12480	2698260	-0.325	2.932	
12490	2700520	-0.172	2.956	
12500	2702780	-0.277	2.875	
12510	2705040	-0.629	3.015	
12520	2707300	-0.375	2.869	
12530	2710100	-0.485	3.193	
12540	2712900	-0.519	3.134	
12546	2714579	-0.358	3.199	
12550	2715700	-0.527	3.261	
12556	2716299	-0.252	3.074	
12560	2716700	-0.598	3.262	
12566	2717300	-0.342	3.074	
12570	2717700	-0.565	3.232	
12576	2718300	-0.148	2.995	
12580	2718700	-0.274	3.223	
12586	2719300	-0.204	2.936	
12590	2719700	-0.274	3.183	
12596	2720300	-0.02	2.953	
12600	2720700	-0.29	3.255	
12606	2724749	-0.174	2.759	
12610	2727450	-0.395	3.05	
12616	2731500	0.082	2.655	
12620	2734199	-0.287	3.012	
12626	2738250	0.124	2.609	
12630	2740950	-0.17	2.857	
12636	2745000	0.034	2.528	
12646	2754899	-0.013	2.521	
12656	2759866	0.005	2.58	
12666	2764833	0.313	2.57	
12676	2769800	0.009	2.476	
12686	2771399	0.123	2.59	
12696	2773000	0.21	2.557	
12706	2774600	-0.164	2.641	
12716	2776200	-0.139	2.577	
12726	2777800	-0.088	2.852	
12736	2779399	0.036	2.795	
12746	2781000	-0.156	2.714	
12756	2785999	0.163	2.547	
12766	2791000	0.123	2.6	
12776	2796000	0.307	2.591	
12786	2798000	0.167	2.43	
12796	2800000	0.271	2.512	
12806	2802000	-0.031	2.519	
12816	2804000	0.27	2.565	
12826	2805999	0.275	2.42	
12836	2808000	0.298	2.571	
12906	2813600	-0.112	2.639	
12916	2814409	-0.284	3.086	
12926	2815227	-0.385	3.041	
12936	2816045	-0.105	2.982	
12946	2816863	-0.3	2.879	
12956	2817681	-0.249	2.954	
12966	2818500	-0.097	2.81	
12976	2819318	0.178	2.551	
12986	2820136	0.117	2.732	
12996	2820954	0.108	2.48	
13006	2821772	0.075	2.575	
13026	2824888	0.163	2.199	
13036	2828666	-0.249	2.549	
13046	2832444	-0.153	2.584	
13056	2836221	0.048	2.751	
13066	2840000	-0.353	2.782	
13076	2842839	-0.129	2.874	
13086	2845679	-0.317	2.844	
13096	2848520	0.013	2.884	
13106	2851359	0.051	2.787	
13116	2854200	0.533	2.287	
13126	2860099	0.083	2.351	
13136	2865999	-0.062	2.349	
13146	2871899	-0.634	2.362	
13156	2878670	0.2	2.635	
13166	2885443	-0.163	2.671	
13176	2892214	-0.39	2.648	
13186	2900250	-0.301	2.373	
13196	2912067	-0.45	2.809	
13206	2920770	-0.174	2.769	
13216	2925722	-0.387	2.923	
13226	2930672	-0.055	2.893	
13236	2935624	-0.181	2.655	
13246	2939628	-0.132	2.668	
13256	2942685	-0.065	2.608	
13266	2945742	-0.465	2.475	
13276	2948799	-0.314	2.494	
13286	2951856	-0.171	2.59	
13296	2954914	-0.154	2.656	
13306	2957971	-0.246	2.669	
13316	2961028	-0.124	2.745	
13326	2964085	-0.526	2.678	
13336	2967142	-0.225	2.852	
13346	2970200	-0.391	2.898	
13356	2977333	-0.268	2.88	
13366	2983216	-0.147	2.818	
13376	2987849	-0.27	2.815	
13386	2992483	-0.769	2.697	
13396	3000800	-0.817	2.884	
13406	3012799	-0.404	2.859	
13416	3024800	-0.789	2.815	
13426	3026866	-0.369	2.814	
13436	3029183	-0.338	2.711	
13446	3031750	-0.456	2.573	
13456	3034316	-0.295	2.526	
13466	3036769	-0.444	2.598	
13476	3039108	-0.454	2.566	
13486	3041448	-1.052	2.559	
13496	3043787	-0.447	2.73	
13506	3046126	-0.385	2.662	
13516	3048465	-0.545	2.678	
13526	3050804	-0.253	2.652	
13536	3053143	-0.461	2.588	
13556	3057821	-0.183	2.475	
13566	3060161	-0.466	2.521	
13576	3062500	-0.572	2.054	
13586	3070399	-0.195	2.46	
13596	3078300	-0.054	2.335	
13606	3079906	-0.18	2.4	
13616	3081513	-0.204	2.428	
13626	3083119	-0.223	2.584	
13636	3084726	0.016	2.484	
13646	3086333	0.414	2.55	
13656	3087939	-0.239	2.497	
13666	3089546	-0.135	2.636	
13676	3091153	0.341	2.545	
13686	3092759	0.354	2.639	
13696	3094366	-0.255	2.6	
13706	3095973	-0.138	2.689	
13716	3097579	-0.167	2.564	
13726	3099186	-0.198	2.204	
13736	3100793	-0.105	2.609	
13746	3102399	0.23	2.565	
13756	3112932	0.2	2.696	
13766	3123467	0.171	2.673	
13776	3134000	-0.091	2.627	
13786	3135405	-0.35	2.689	
13796	3136811	-0.3	2.78	
13812	3139060	-0.853	2.639	
13822	3140466	-0.6	2.882	
13832	3141871	-0.357	2.876	
13842	3143277	-0.428	2.623	
13852	3144682	-0.525	2.482	
13882	3148899	0.101	2.275	
13892	3153599	0.273	2.002	
13902	3158300	0.337	2.277	
13912	3163000	0.198	2.307	
13922	3169220	0.089	2.514	
13932	3175440	0.34	2.541	
13942	3181660	0.34	2.533	
13952	3187880	0.303	2.44	
13962	3194100	-0.395	2.266	
13972	3202950	-0.053	2.543	
13982	3211800	-0.088	2.533	
13992	3213611	0.408	2.561	
14002	3215422	0.302	2.575	
14012	3217233	-0.144	2.416	
14022	3219044	0.118	2.423	
14032	3220855	0.618	2.466	
14042	3222666	0.186	2.582	
14052	3224477	0.763	2.554	
14062	3226288	0.656	2.474	
14072	3228100	-0.087	2.323	
14082	3234700	0.749	2.497	
14092	3241299	0.281	2.472	
14102	3247899	-0.38	1.818	
14112	3250005	0.136	2.423	
14122	3252111	-0.075	2.408	
14132	3254217	-0.066	2.396	
14142	3256323	0.08	2.464	
14162	3260535	-0.123	2.588	
14172	3262641	0.102	2.43	
14182	3264747	-0.081	2.464	
14202	3273927	0.473	2.527	
14232	3290182	0.443	2.5	
14242	3295600	-0.437	3.129	
14252	3299333	-0.2	2.209	
14272	3306800	-0.193	2.888	
14282	3310533	0.423	2.731	
14302	3318000	-0.277	2.556	
14312	3319666	0.119	2.525	
14332	3323000	0.452	2.532	
14364	3330368	-0.201	2.94	
14374	3332671	-0.509	2.895	
14394	3337277	-0.43	3.166	
14404	3339579	-0.348	2.998	
14414	3341882	-0.372	3.087	
14424	3344185	-0.212	2.97	
14434	3346488	-0.279	2.958	
14444	3348791	-0.41	2.788	
14454	3351094	-0.56	2.965	
14464	3353397	-0.203	2.868	
14474	3355700	-0.281	2.78	
14494	3363260	-0.213	2.297	
14504	3367039	-0.267	2.426	
14524	3374600	-0.235	2.435	
14544	3377557	0.27	2.566	
14554	3379036	-999	2.553	
14564	3380515	-0.364	2.73	
14574	3381994	-0.252	2.51	
14584	3383473	-0.237	2.543	
14594	3384952	-0.244	2.244	
14604	3386430	-0.275	2.625	
14614	3387909	-0.228	2.692	
14624	3389388	-0.246	2.419	
14646	3392642	-0.085	2.467	
14656	3394121	-0.26	2.409	
14666	3395600	-0.18	2.312	
14676	3402732	-0.807	2.4	
14686	3409866	-0.251	2.288	
14696	3417000	-0.481	2.248	
14706	3418877	-0.326	2.453	
14716	3420755	-0.425	2.713	
14726	3422633	-0.394	2.495	
14736	3424511	-0.336	2.677	
14746	3426388	-0.491	2.72	
14756	3428266	-0.412	2.742	
14766	3430144	-0.263	2.606	
14776	3432022	-0.316	2.534	
14786	3433899	-0.137	2.36	
14796	3443450	-0.271	2.427	
14806	3453000	-0.299	2.189	
14816	3457345	-0.226	2.405	
14826	3461690	-0.299	2.527	
14836	3466036	-0.141	2.352	
14846	3470382	-0.222	2.486	
14856	3474727	-0.138	2.255	
14866	3480975	-0.143	2.253	
14876	3489124	-0.306	2.139	
14886	3494200	-0.458	2.397	
14896	3496200	-0.331	2.311	
14906	3498200	-0.331	2.464	
14916	3500200	-0.384	2.43	
14928	3502600	-0.35	2.276	
14948	3506600	-0.212	2.273	
14958	3508600	-0.407	2.253	
14968	3510599	-0.128	2.293	
14978	3512600	-0.159	2.309	
14988	3518850	-0.164	2.372	
14998	3525100	-0.249	2.227	
15008	3531350	-0.214	2.153	
15018	3537600	-0.283	2.294	
15028	3541650	-0.281	2.654	
15038	3545700	-0.337	2.555	
15048	3549750	-0.041	2.45	
15058	3553800	0.06	2.496	
15068	3557849	-0.009	2.302	
15078	3561899	0.014	2.248	
15098	3569099	0.067	2.247	
15108	3572700	0.018	2.131	
15118	3576299	-0.048	2.255	
15128	3579899	0.003	2.338	
15138	3582687	-0.106	2.349	
15148	3585474	0.177	2.339	
15158	3588262	0.017	2.387	
15168	3591049	-0.027	2.216	
15178	3593837	-0.161	2.473	
15188	3596625	-0.007	2.331	
15198	3599412	-0.056	2.224	
15208	3602200	-0.153	2.227	
15218	3604959	0.491	2.124	
15228	3607720	-0.077	1.908	
15238	3610480	-0.191	1.998	
15248	3613239	-0.163	2.093	
15258	3616000	-0.174	2.156	
15268	3619249	-0.228	2.268	
15278	3622499	-0.269	2.507	
15288	3625750	-0.233	2.373	
15298	3628999	-0.051	2.172	
15308	3632250	0.22	2.6	
15318	3635499	0.046	2.345	
15328	3638749	0.043	2.178	
15338	3642000	-0.117	2.211	
15348	3644699	0.006	2.163	
15358	3647399	-0.156	2.184	
15368	3650099	-0.231	1.949	
15378	3652799	-0.074	2.175	
15398	3659949	-0.034	2.264	
15408	3664399	-0.087	2.489	
15418	3668849	0.033	2.499	
15428	3673300	0.02	2.367	
15438	3677750	0.118	2.365	
15448	3682200	0.323	2.13	
15458	3686333	0.072	2.202	
15468	3690466	0.029	2.186	
15478	3694600	0.021	2.256	
15488	3697762	-0.095	2.409	
15498	3700925	0.021	2.303	
15508	3704087	-0.144	2.55	
15518	3707249	-0.27	2.398	
15528	3710412	-0.094	2.632	
15538	3713575	-0.275	2.636	
15548	3716737	-0.181	2.601	
15558	3719899	-0.185	2.406	
15568	3722913	-0.071	2.316	
15578	3725928	0.005	2.212	
15588	3728942	-0.074	2.341	
15598	3731957	-0.087	2.354	
15608	3734971	-0.192	2.466	
15618	3737985	-0.228	2.075	
15628	3741000	-0.19	2.482	
15638	3745483	-0.305	2.614	
15648	3749966	-0.361	2.585	
15658	3754450	-0.186	2.484	
15668	3758932	-0.275	2.906	
15678	3763416	-0.088	2.187	
15688	3767899	-0.066	1.975	
15698	3774599	0.039	2.224	
15708	3781299	0.069	2.404	
15718	3787999	-0.146	2.803	
15728	3794700	-0.077	2.143	
15742	3796012	-0.265	2.312	
15752	3796950	-0.281	2.398	
15762	3797887	-0.453	2.396	
15772	3798825	-0.345	2.617	
15782	3799762	-0.069	2.697	
15792	3800700	-0.364	2.443	
15802	3801637	-0.209	2.24	
15812	3802575	-0.064	2.225	
15822	3803512	0.387	2.212	
15842	3805387	-0.459	2.838	
15852	3806325	-999	2.308	
15862	3807262	0.002	2.172	
15872	3808200	-0.11	2.048	
15882	3809137	-0.326	2.27	
15892	3810075	-0.135	2.367	
15902	3811012	-0.252	2.627	
15912	3811950	-0.213	2.533	
15922	3812887	0.044	2.26	
15932	3813825	-0.086	2.409	
15942	3814762	0.04	2.221	
15952	3815700	0.001	2.291	
15962	3816637	-0.12	2.272	
15982	3818512	0.026	1.958	
